Volume ( ^3),Surface ( ^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. ( ),SD dist. to surf. ( ),Median dist. to surf. ( ),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,6,1,1,255,255,0,255,255,255,437.000,252.000,28.000,0.000,0.000,0.000,437.000,252.000,28.000,437,252,28,1,1,1
3,14,3,3,765,255,0,255,255,255,458.667,252.667,28.000,0.654,0.158,0.745,458.667,252.667,28.000,458,252,28,2,2,1
1,6,1,1,255,255,0,255,255,255,479.000,252.000,28.000,0.000,0.000,0.000,479.000,252.000,28.000,479,252,28,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,254.000,28.000,0.000,0.000,0.000,442.000,254.000,28.000,442,254,28,1,1,1
1,6,1,1,255,255,0,255,255,255,461.000,254.000,28.000,0.000,0.000,0.000,461.000,254.000,28.000,461,254,28,1,1,1
1,6,1,1,255,255,0,255,255,255,393.000,255.000,28.000,0.000,0.000,0.000,393.000,255.000,28.000,393,255,28,1,1,1
1,6,1,1,255,255,0,255,255,255,396.000,255.000,28.000,0.000,0.000,0.000,396.000,255.000,28.000,396,255,28,1,1,1
3,14,3,3,765,255,0,255,255,255,461.333,257.667,28.000,0.654,0.158,0.745,461.333,257.667,28.000,461,257,28,2,2,1
1,6,1,1,255,255,0,255,255,255,481.000,259.000,28.000,0.000,0.000,0.000,481.000,259.000,28.000,481,259,28,1,1,1
2,12,2,2,510,255,0,255,255,255,455.500,259.500,28.500,0.866,0.000,0.866,455.500,259.500,28.500,455,259,28,2,2,2
2,10,2,2,510,255,0,255,255,255,463.000,260.500,28.000,0.500,0.000,0.500,463.000,260.500,28.000,463,260,28,1,2,1
1,6,1,1,255,255,0,255,255,255,466.000,260.000,28.000,0.000,0.000,0.000,466.000,260.000,28.000,466,260,28,1,1,1
1,6,1,1,255,255,0,255,255,255,411.000,261.000,28.000,0.000,0.000,0.000,411.000,261.000,28.000,411,261,28,1,1,1
5,22,5,5,1275,255,0,255,255,255,414.000,261.200,28.200,0.991,0.416,1.039,414.000,261.200,28.200,413,261,28,3,2,2
3,14,3,3,765,255,0,255,255,255,419.333,261.000,28.333,0.654,0.158,0.745,419.333,261.000,28.333,419,261,28,2,1,2
1,6,1,1,255,255,0,255,255,255,467.000,262.000,28.000,0.000,0.000,0.000,467.000,262.000,28.000,467,262,28,1,1,1
2,10,2,2,510,255,0,255,255,255,483.500,262.000,28.000,0.500,0.000,0.500,483.500,262.000,28.000,483,262,28,2,1,1
1,6,1,1,255,255,0,255,255,255,403.000,263.000,28.000,0.000,0.000,0.000,403.000,263.000,28.000,403,263,28,1,1,1
7,36,7,7,1785,255,0,255,255,255,440.429,265.286,28.286,1.282,0.420,1.385,440.429,265.286,28.286,439,264,28,4,3,2
2,10,2,2,510,255,0,255,255,255,418.000,265.000,28.500,0.500,0.000,0.500,418.000,265.000,28.500,418,265,28,1,1,2
1,6,1,1,255,255,0,255,255,255,471.000,266.000,28.000,0.000,0.000,0.000,471.000,266.000,28.000,471,266,28,1,1,1
1,6,1,1,255,255,0,255,255,255,429.000,267.000,28.000,0.000,0.000,0.000,429.000,267.000,28.000,429,267,28,1,1,1
1,6,1,1,255,255,0,255,255,255,472.000,272.000,28.000,0.000,0.000,0.000,472.000,272.000,28.000,472,272,28,1,1,1
1,6,1,1,255,255,0,255,255,255,434.000,273.000,28.000,0.000,0.000,0.000,434.000,273.000,28.000,434,273,28,1,1,1
3,16,3,3,765,255,0,255,255,255,419.333,275.000,28.000,0.863,0.465,1.054,419.333,275.000,28.000,419,274,28,2,3,1
3,16,3,3,765,255,0,255,255,255,441.333,275.000,28.000,0.863,0.465,1.054,441.333,275.000,28.000,441,274,28,2,3,1
1,6,1,1,255,255,0,255,255,255,366.000,275.000,28.000,0.000,0.000,0.000,366.000,275.000,28.000,366,275,28,1,1,1
1,6,1,1,255,255,0,255,255,255,360.000,284.000,28.000,0.000,0.000,0.000,360.000,284.000,28.000,360,284,28,1,1,1
6,28,6,6,1530,255,0,255,255,255,363.667,291.000,28.000,1.219,0.696,1.128,363.667,291.000,28.000,363,289,28,2,5,1
1,6,1,1,255,255,0,255,255,255,365.000,295.000,28.000,0.000,0.000,0.000,365.000,295.000,28.000,365,295,28,1,1,1
1,6,1,1,255,255,0,255,255,255,370.000,300.000,28.000,0.000,0.000,0.000,370.000,300.000,28.000,370,300,28,1,1,1
1,6,1,1,255,255,0,255,255,255,417.000,301.000,28.000,0.000,0.000,0.000,417.000,301.000,28.000,417,301,28,1,1,1
2,12,2,2,510,255,0,255,255,255,399.500,303.500,28.000,0.707,0.000,0.707,399.500,303.500,28.000,399,303,28,2,2,1
2,10,2,2,510,255,0,255,255,255,388.500,307.000,28.000,0.500,0.000,0.500,388.500,307.000,28.000,388,307,28,2,1,1
3,14,3,3,765,255,0,255,255,255,353.333,309.000,28.667,0.654,0.158,0.745,353.333,309.000,28.667,353,309,28,2,1,2
6,28,6,6,1530,255,0,255,255,255,418.833,231.500,29.833,1.118,0.577,0.986,418.833,231.500,29.833,418,230,29,3,4,2
4,18,4,4,1020,255,0,255,255,255,429.750,236.000,29.000,0.765,0.368,0.890,429.750,236.000,29.000,429,235,29,2,3,1
1,6,1,1,255,255,0,255,255,255,467.000,237.000,29.000,0.000,0.000,0.000,467.000,237.000,29.000,467,237,29,1,1,1
9,42,9,9,2295,255,0,255,255,255,413.778,241.333,29.778,1.810,0.674,1.696,413.778,241.333,29.778,412,239,29,4,5,2
3,14,3,3,765,255,0,255,255,255,435.000,242.000,30.000,0.667,0.577,1.000,435.000,242.000,30.000,435,242,29,1,1,3
2,10,2,2,510,255,0,255,255,255,454.000,242.000,29.500,0.500,0.000,0.500,454.000,242.000,29.500,454,242,29,1,1,2
2,12,2,2,510,255,0,255,255,255,453.500,244.500,29.000,0.707,0.000,0.707,453.500,244.500,29.000,453,244,29,2,2,1
1,6,1,1,255,255,0,255,255,255,470.000,244.000,29.000,0.000,0.000,0.000,470.000,244.000,29.000,470,244,29,1,1,1
1,6,1,1,255,255,0,255,255,255,472.000,244.000,29.000,0.000,0.000,0.000,472.000,244.000,29.000,472,244,29,1,1,1
3,14,3,3,765,255,0,255,255,255,458.000,246.000,29.000,0.667,0.577,1.000,458.000,246.000,29.000,458,245,29,1,3,1
2,10,2,2,510,255,0,255,255,255,478.000,245.500,29.000,0.500,0.000,0.500,478.000,245.500,29.000,478,245,29,1,2,1
2,10,2,2,510,255,0,255,255,255,431.000,246.500,29.000,0.500,0.000,0.500,431.000,246.500,29.000,431,246,29,1,2,1
1,6,1,1,255,255,0,255,255,255,420.000,247.000,29.000,0.000,0.000,0.000,420.000,247.000,29.000,420,247,29,1,1,1
1,6,1,1,255,255,0,255,255,255,473.000,247.000,29.000,0.000,0.000,0.000,473.000,247.000,29.000,473,247,29,1,1,1
1,6,1,1,255,255,0,255,255,255,454.000,248.000,29.000,0.000,0.000,0.000,454.000,248.000,29.000,454,248,29,1,1,1
3,14,3,3,765,255,0,255,255,255,461.667,249.667,29.000,0.654,0.158,0.745,461.667,249.667,29.000,461,249,29,2,2,1
2,10,2,2,510,255,0,255,255,255,463.000,252.500,29.000,0.500,0.000,0.500,463.000,252.500,29.000,463,252,29,1,2,1
1,6,1,1,255,255,0,255,255,255,494.000,252.000,29.000,0.000,0.000,0.000,494.000,252.000,29.000,494,252,29,1,1,1
1,6,1,1,255,255,0,255,255,255,439.000,253.000,29.000,0.000,0.000,0.000,439.000,253.000,29.000,439,253,29,1,1,1
1,6,1,1,255,255,0,255,255,255,465.000,253.000,29.000,0.000,0.000,0.000,465.000,253.000,29.000,465,253,29,1,1,1
2,10,2,2,510,255,0,255,255,255,425.000,254.500,29.000,0.500,0.000,0.500,425.000,254.500,29.000,425,254,29,1,2,1
1,6,1,1,255,255,0,255,255,255,435.000,254.000,29.000,0.000,0.000,0.000,435.000,254.000,29.000,435,254,29,1,1,1
1,6,1,1,255,255,0,255,255,255,452.000,254.000,29.000,0.000,0.000,0.000,452.000,254.000,29.000,452,254,29,1,1,1
1,6,1,1,255,255,0,255,255,255,456.000,255.000,29.000,0.000,0.000,0.000,456.000,255.000,29.000,456,255,29,1,1,1
1,6,1,1,255,255,0,255,255,255,465.000,255.000,29.000,0.000,0.000,0.000,465.000,255.000,29.000,465,255,29,1,1,1
2,12,2,2,510,255,0,255,255,255,406.500,256.000,29.500,0.707,0.000,0.707,406.500,256.000,29.500,406,256,29,2,1,2
1,6,1,1,255,255,0,255,255,255,438.000,256.000,29.000,0.000,0.000,0.000,438.000,256.000,29.000,438,256,29,1,1,1
1,6,1,1,255,255,0,255,255,255,453.000,256.000,29.000,0.000,0.000,0.000,453.000,256.000,29.000,453,256,29,1,1,1
1,6,1,1,255,255,0,255,255,255,469.000,258.000,29.000,0.000,0.000,0.000,469.000,258.000,29.000,469,258,29,1,1,1
3,14,3,3,765,255,0,255,255,255,415.000,259.000,29.000,0.667,0.577,1.000,415.000,259.000,29.000,414,259,29,3,1,1
1,6,1,1,255,255,0,255,255,255,441.000,259.000,29.000,0.000,0.000,0.000,441.000,259.000,29.000,441,259,29,1,1,1
1,6,1,1,255,255,0,255,255,255,487.000,259.000,29.000,0.000,0.000,0.000,487.000,259.000,29.000,487,259,29,1,1,1
1,6,1,1,255,255,0,255,255,255,435.000,260.000,29.000,0.000,0.000,0.000,435.000,260.000,29.000,435,260,29,1,1,1
1,6,1,1,255,255,0,255,255,255,437.000,261.000,29.000,0.000,0.000,0.000,437.000,261.000,29.000,437,261,29,1,1,1
1,6,1,1,255,255,0,255,255,255,439.000,261.000,29.000,0.000,0.000,0.000,439.000,261.000,29.000,439,261,29,1,1,1
1,6,1,1,255,255,0,255,255,255,469.000,262.000,29.000,0.000,0.000,0.000,469.000,262.000,29.000,469,262,29,1,1,1
1,6,1,1,255,255,0,255,255,255,407.000,264.000,29.000,0.000,0.000,0.000,407.000,264.000,29.000,407,264,29,1,1,1
1,6,1,1,255,255,0,255,255,255,432.000,264.000,29.000,0.000,0.000,0.000,432.000,264.000,29.000,432,264,29,1,1,1
1,6,1,1,255,255,0,255,255,255,443.000,264.000,29.000,0.000,0.000,0.000,443.000,264.000,29.000,443,264,29,1,1,1
2,10,2,2,510,255,0,255,255,255,455.000,264.500,29.000,0.500,0.000,0.500,455.000,264.500,29.000,455,264,29,1,2,1
5,28,5,5,1275,255,0,255,255,255,411.000,264.600,29.800,1.340,0.506,1.342,411.000,264.600,29.800,410,263,29,3,4,2
1,6,1,1,255,255,0,255,255,255,474.000,266.000,29.000,0.000,0.000,0.000,474.000,266.000,29.000,474,266,29,1,1,1
1,6,1,1,255,255,0,255,255,255,424.000,267.000,29.000,0.000,0.000,0.000,424.000,267.000,29.000,424,267,29,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,269.000,29.000,0.000,0.000,0.000,442.000,269.000,29.000,442,269,29,1,1,1
1,6,1,1,255,255,0,255,255,255,444.000,271.000,29.000,0.000,0.000,0.000,444.000,271.000,29.000,444,271,29,1,1,1
2,10,2,2,510,255,0,255,255,255,444.000,273.500,29.000,0.500,0.000,0.500,444.000,273.500,29.000,444,273,29,1,2,1
11,54,11,11,2805,255,0,255,255,255,366.818,283.273,29.273,1.615,0.576,1.758,366.818,283.273,29.273,365,282,29,4,4,2
1,6,1,1,255,255,0,255,255,255,352.000,291.000,29.000,0.000,0.000,0.000,352.000,291.000,29.000,352,291,29,1,1,1
1,6,1,1,255,255,0,255,255,255,368.000,293.000,29.000,0.000,0.000,0.000,368.000,293.000,29.000,368,293,29,1,1,1
2,12,2,2,510,255,0,255,255,255,372.000,293.500,29.500,0.707,0.000,0.707,372.000,293.500,29.500,372,293,29,1,2,2
4,22,4,4,1020,255,0,255,255,255,374.750,293.250,30.250,1.370,0.499,1.365,374.750,293.250,30.250,374,292,29,3,3,3
1,6,1,1,255,255,0,255,255,255,371.000,298.000,29.000,0.000,0.000,0.000,371.000,298.000,29.000,371,298,29,1,1,1
11,48,11,11,2805,255,0,255,255,255,366.182,300.455,29.273,1.577,0.566,1.820,366.182,300.455,29.273,364,299,29,5,4,2
1,6,1,1,255,255,0,255,255,255,368.000,303.000,29.000,0.000,0.000,0.000,368.000,303.000,29.000,368,303,29,1,1,1
1,6,1,1,255,255,0,255,255,255,393.000,306.000,29.000,0.000,0.000,0.000,393.000,306.000,29.000,393,306,29,1,1,1
1,6,1,1,255,255,0,255,255,255,528.000,208.000,30.000,0.000,0.000,0.000,528.000,208.000,30.000,528,208,30,1,1,1
3,16,3,3,765,255,0,255,255,255,420.667,225.333,30.667,0.798,0.212,0.817,420.667,225.333,30.667,420,225,30,2,2,2
2,10,2,2,510,255,0,255,255,255,419.000,227.500,30.000,0.500,0.000,0.500,419.000,227.500,30.000,419,227,30,1,2,1
2,10,2,2,510,255,0,255,255,255,478.500,228.000,30.000,0.500,0.000,0.500,478.500,228.000,30.000,478,228,30,2,1,1
1,6,1,1,255,255,0,255,255,255,483.000,230.000,30.000,0.000,0.000,0.000,483.000,230.000,30.000,483,230,30,1,1,1
1,6,1,1,255,255,0,255,255,255,431.000,232.000,30.000,0.000,0.000,0.000,431.000,232.000,30.000,431,232,30,1,1,1
1,6,1,1,255,255,0,255,255,255,422.000,233.000,30.000,0.000,0.000,0.000,422.000,233.000,30.000,422,233,30,1,1,1
2,10,2,2,510,255,0,255,255,255,409.000,237.000,30.500,0.500,0.000,0.500,409.000,237.000,30.500,409,237,30,1,1,2
2,10,2,2,510,255,0,255,255,255,432.000,237.000,30.500,0.500,0.000,0.500,432.000,237.000,30.500,432,237,30,1,1,2
3,16,3,3,765,255,0,255,255,255,474.000,237.333,30.667,0.984,0.464,1.106,474.000,237.333,30.667,473,237,30,3,2,2
3,16,3,3,765,255,0,255,255,255,474.667,241.000,30.000,0.863,0.465,1.054,474.667,241.000,30.000,474,240,30,2,3,1
2,10,2,2,510,255,0,255,255,255,437.000,241.000,30.500,0.500,0.000,0.500,437.000,241.000,30.500,437,241,30,1,1,2
2,10,2,2,510,255,0,255,255,255,432.500,242.000,30.000,0.500,0.000,0.500,432.500,242.000,30.000,432,242,30,2,1,1
1,6,1,1,255,255,0,255,255,255,458.000,242.000,30.000,0.000,0.000,0.000,458.000,242.000,30.000,458,242,30,1,1,1
4,18,4,4,1020,255,0,255,255,255,460.000,242.000,31.500,1.000,0.577,1.000,460.000,242.000,31.500,460,242,30,1,1,4
2,10,2,2,510,255,0,255,255,255,462.500,242.000,30.000,0.500,0.000,0.500,462.500,242.000,30.000,462,242,30,2,1,1
2,10,2,2,510,255,0,255,255,255,478.500,243.000,30.000,0.500,0.000,0.500,478.500,243.000,30.000,478,243,30,2,1,1
1,6,1,1,255,255,0,255,255,255,463.000,245.000,30.000,0.000,0.000,0.000,463.000,245.000,30.000,463,245,30,1,1,1
2,10,2,2,510,255,0,255,255,255,475.500,245.000,30.000,0.500,0.000,0.500,475.500,245.000,30.000,475,245,30,2,1,1
4,22,4,4,1020,255,0,255,255,255,488.000,245.750,31.250,1.146,0.287,1.168,488.000,245.750,31.250,487,245,30,3,2,3
1,6,1,1,255,255,0,255,255,255,494.000,245.000,30.000,0.000,0.000,0.000,494.000,245.000,30.000,494,245,30,1,1,1
1,6,1,1,255,255,0,255,255,255,498.000,245.000,30.000,0.000,0.000,0.000,498.000,245.000,30.000,498,245,30,1,1,1
1,6,1,1,255,255,0,255,255,255,494.000,247.000,30.000,0.000,0.000,0.000,494.000,247.000,30.000,494,247,30,1,1,1
1,6,1,1,255,255,0,255,255,255,500.000,247.000,30.000,0.000,0.000,0.000,500.000,247.000,30.000,500,247,30,1,1,1
1,6,1,1,255,255,0,255,255,255,445.000,248.000,30.000,0.000,0.000,0.000,445.000,248.000,30.000,445,248,30,1,1,1
7,34,7,7,1785,255,0,255,255,255,468.571,248.286,30.857,1.507,0.827,1.464,468.571,248.286,30.857,466,248,30,6,2,2
4,22,4,4,1020,255,0,255,255,255,456.500,251.500,30.250,1.213,0.538,1.175,456.500,251.500,30.250,456,250,30,2,4,2
2,10,2,2,510,255,0,255,255,255,468.500,251.000,30.000,0.500,0.000,0.500,468.500,251.000,30.000,468,251,30,2,1,1
2,10,2,2,510,255,0,255,255,255,409.000,253.500,30.000,0.500,0.000,0.500,409.000,253.500,30.000,409,253,30,1,2,1
2,10,2,2,510,255,0,255,255,255,459.500,253.000,30.000,0.500,0.000,0.500,459.500,253.000,30.000,459,253,30,2,1,1
1,6,1,1,255,255,0,255,255,255,413.000,255.000,30.000,0.000,0.000,0.000,413.000,255.000,30.000,413,255,30,1,1,1
1,6,1,1,255,255,0,255,255,255,472.000,255.000,30.000,0.000,0.000,0.000,472.000,255.000,30.000,472,255,30,1,1,1
1,6,1,1,255,255,0,255,255,255,442.000,256.000,30.000,0.000,0.000,0.000,442.000,256.000,30.000,442,256,30,1,1,1
1,6,1,1,255,255,0,255,255,255,436.000,257.000,30.000,0.000,0.000,0.000,436.000,257.000,30.000,436,257,30,1,1,1
1,6,1,1,255,255,0,255,255,255,418.000,258.000,30.000,0.000,0.000,0.000,418.000,258.000,30.000,418,258,30,1,1,1
3,16,3,3,765,255,0,255,255,255,444.333,259.000,30.333,0.984,0.464,1.106,444.333,259.000,30.333,444,258,30,2,3,2
1,6,1,1,255,255,0,255,255,255,474.000,259.000,30.000,0.000,0.000,0.000,474.000,259.000,30.000,474,259,30,1,1,1
1,6,1,1,255,255,0,255,255,255,422.000,261.000,30.000,0.000,0.000,0.000,422.000,261.000,30.000,422,261,30,1,1,1
1,6,1,1,255,255,0,255,255,255,445.000,263.000,30.000,0.000,0.000,0.000,445.000,263.000,30.000,445,263,30,1,1,1
1,6,1,1,255,255,0,255,255,255,445.000,266.000,30.000,0.000,0.000,0.000,445.000,266.000,30.000,445,266,30,1,1,1
1,6,1,1,255,255,0,255,255,255,478.000,266.000,30.000,0.000,0.000,0.000,478.000,266.000,30.000,478,266,30,1,1,1
1,6,1,1,255,255,0,255,255,255,445.000,268.000,30.000,0.000,0.000,0.000,445.000,268.000,30.000,445,268,30,1,1,1
3,16,3,3,765,255,0,255,255,255,464.333,270.000,30.000,0.863,0.465,1.054,464.333,270.000,30.000,464,269,30,2,3,1
1,6,1,1,255,255,0,255,255,255,425.000,270.000,30.000,0.000,0.000,0.000,425.000,270.000,30.000,425,270,30,1,1,1
1,6,1,1,255,255,0,255,255,255,375.000,275.000,30.000,0.000,0.000,0.000,375.000,275.000,30.000,375,275,30,1,1,1
3,14,3,3,765,255,0,255,255,255,370.667,279.000,30.333,0.654,0.158,0.745,370.667,279.000,30.333,370,279,30,2,1,2
3,14,3,3,765,255,0,255,255,255,368.667,287.667,30.000,0.654,0.158,0.745,368.667,287.667,30.000,368,287,30,2,2,1
1,6,1,1,255,255,0,255,255,255,354.000,289.000,30.000,0.000,0.000,0.000,354.000,289.000,30.000,354,289,30,1,1,1
1,6,1,1,255,255,0,255,255,255,357.000,290.000,30.000,0.000,0.000,0.000,357.000,290.000,30.000,357,290,30,1,1,1
1,6,1,1,255,255,0,255,255,255,354.000,291.000,30.000,0.000,0.000,0.000,354.000,291.000,30.000,354,291,30,1,1,1
1,6,1,1,255,255,0,255,255,255,395.000,301.000,30.000,0.000,0.000,0.000,395.000,301.000,30.000,395,301,30,1,1,1
1,6,1,1,255,255,0,255,255,255,405.000,302.000,30.000,0.000,0.000,0.000,405.000,302.000,30.000,405,302,30,1,1,1
2,10,2,2,510,255,0,255,255,255,528.000,205.500,31.000,0.500,0.000,0.500,528.000,205.500,31.000,528,205,31,1,2,1
1,6,1,1,255,255,0,255,255,255,424.000,226.000,31.000,0.000,0.000,0.000,424.000,226.000,31.000,424,226,31,1,1,1
4,22,4,4,1020,255,0,255,255,255,428.500,229.000,32.000,1.059,0.414,1.118,428.500,229.000,32.000,428,228,31,2,3,3
1,6,1,1,255,255,0,255,255,255,426.000,229.000,31.000,0.000,0.000,0.000,426.000,229.000,31.000,426,229,31,1,1,1
1,6,1,1,255,255,0,255,255,255,432.000,230.000,31.000,0.000,0.000,0.000,432.000,230.000,31.000,432,230,31,1,1,1
1,6,1,1,255,255,0,255,255,255,454.000,231.000,31.000,0.000,0.000,0.000,454.000,231.000,31.000,454,231,31,1,1,1
2,10,2,2,510,255,0,255,255,255,434.000,233.000,31.500,0.500,0.000,0.500,434.000,233.000,31.500,434,233,31,1,1,2
1,6,1,1,255,255,0,255,255,255,450.000,233.000,31.000,0.000,0.000,0.000,450.000,233.000,31.000,450,233,31,1,1,1
6,28,6,6,1530,255,0,255,255,255,455.000,233.500,31.333,1.238,0.573,1.234,455.000,233.500,31.333,454,232,31,3,4,2
6,32,6,6,1530,255,0,255,255,255,425.167,234.000,31.333,1.575,0.811,1.517,425.167,234.000,31.333,424,232,31,4,5,2
2,10,2,2,510,255,0,255,255,255,487.000,234.000,31.500,0.500,0.000,0.500,487.000,234.000,31.500,487,234,31,1,1,2
13,56,13,13,3315,255,0,255,255,255,437.538,233.846,32.000,1.782,0.797,1.923,437.538,233.846,32.000,435,232,31,6,5,3
1,6,1,1,255,255,0,255,255,255,478.000,236.000,31.000,0.000,0.000,0.000,478.000,236.000,31.000,478,236,31,1,1,1
3,14,3,3,765,255,0,255,255,255,485.667,237.000,31.333,0.654,0.158,0.745,485.667,237.000,31.333,485,237,31,2,1,2
1,6,1,1,255,255,0,255,255,255,416.000,238.000,31.000,0.000,0.000,0.000,416.000,238.000,31.000,416,238,31,1,1,1
2,12,2,2,510,255,0,255,255,255,439.000,237.500,31.500,0.707,0.000,0.707,439.000,237.500,31.500,439,237,31,1,2,2
1,6,1,1,255,255,0,255,255,255,461.000,238.000,31.000,0.000,0.000,0.000,461.000,238.000,31.000,461,238,31,1,1,1
1,6,1,1,255,255,0,255,255,255,477.000,238.000,31.000,0.000,0.000,0.000,477.000,238.000,31.000,477,238,31,1,1,1
3,14,3,3,765,255,0,255,255,255,457.333,239.667,31.000,0.654,0.158,0.745,457.333,239.667,31.000,457,239,31,2,2,1
1,6,1,1,255,255,0,255,255,255,420.000,240.000,31.000,0.000,0.000,0.000,420.000,240.000,31.000,420,240,31,1,1,1
2,10,2,2,510,255,0,255,255,255,502.000,240.000,31.500,0.500,0.000,0.500,502.000,240.000,31.500,502,240,31,1,1,2
3,18,3,3,765,255,0,255,255,255,466.000,241.000,31.333,0.925,0.224,1.054,466.000,241.000,31.333,465,241,31,3,1,2
1,6,1,1,255,255,0,255,255,255,501.000,242.000,31.000,0.000,0.000,0.000,501.000,242.000,31.000,501,242,31,1,1,1
2,12,2,2,510,255,0,255,255,255,447.000,242.500,31.500,0.707,0.000,0.707,447.000,242.500,31.500,447,242,31,1,2,2
3,16,3,3,765,255,0,255,255,255,465.667,243.667,31.667,0.798,0.212,0.816,465.667,243.667,31.667,465,243,31,2,2,2
2,12,2,2,510,255,0,255,255,255,469.000,244.500,31.500,0.707,0.000,0.707,469.000,244.500,31.500,469,244,31,1,2,2
1,6,1,1,255,255,0,255,255,255,444.000,245.000,31.000,0.000,0.000,0.000,444.000,245.000,31.000,444,245,31,1,1,1
1,6,1,1,255,255,0,255,255,255,452.000,245.000,31.000,0.000,0.000,0.000,452.000,245.000,31.000,452,245,31,1,1,1
2,10,2,2,510,255,0,255,255,255,455.000,245.500,31.000,0.500,0.000,0.500,455.000,245.500,31.000,455,245,31,1,2,1
1,6,1,1,255,255,0,255,255,255,407.000,246.000,31.000,0.000,0.000,0.000,407.000,246.000,31.000,407,246,31,1,1,1
1,6,1,1,255,255,0,255,255,255,448.000,246.000,31.000,0.000,0.000,0.000,448.000,246.000,31.000,448,246,31,1,1,1
1,6,1,1,255,255,0,255,255,255,465.000,246.000,31.000,0.000,0.000,0.000,465.000,246.000,31.000,465,246,31,1,1,1
1,6,1,1,255,255,0,255,255,255,467.000,246.000,31.000,0.000,0.000,0.000,467.000,246.000,31.000,467,246,31,1,1,1
5,24,5,5,1275,255,0,255,255,255,427.200,247.600,32.400,1.093,0.553,0.748,427.200,247.600,32.400,427,247,31,2,2,4
2,12,2,2,510,255,0,255,255,255,477.500,247.500,31.000,0.707,0.000,0.707,477.500,247.500,31.000,477,247,31,2,2,1
2,10,2,2,510,255,0,255,255,255,430.000,248.500,31.000,0.500,0.000,0.500,430.000,248.500,31.000,430,248,31,1,2,1
1,6,1,1,255,255,0,255,255,255,460.000,249.000,31.000,0.000,0.000,0.000,460.000,249.000,31.000,460,249,31,1,1,1
1,6,1,1,255,255,0,255,255,255,492.000,249.000,31.000,0.000,0.000,0.000,492.000,249.000,31.000,492,249,31,1,1,1
1,6,1,1,255,255,0,255,255,255,471.000,250.000,31.000,0.000,0.000,0.000,471.000,250.000,31.000,471,250,31,1,1,1
2,12,2,2,510,255,0,255,255,255,474.500,250.000,31.500,0.707,0.000,0.707,474.500,250.000,31.500,474,250,31,2,1,2
11,50,11,11,2805,255,0,255,255,255,423.909,251.273,32.091,1.615,0.728,1.567,423.909,251.273,32.091,422,249,31,5,5,3
2,10,2,2,510,255,0,255,255,255,475.500,252.000,31.000,0.500,0.000,0.500,475.500,252.000,31.000,475,252,31,2,1,1
4,18,4,4,1020,255,0,255,255,255,419.750,253.750,31.000,0.870,0.397,0.926,419.750,253.750,31.000,419,253,31,2,3,1
2,12,2,2,510,255,0,255,255,255,438.500,253.500,31.000,0.707,0.000,0.707,438.500,253.500,31.000,438,253,31,2,2,1
1,6,1,1,255,255,0,255,255,255,442.000,254.000,31.000,0.000,0.000,0.000,442.000,254.000,31.000,442,254,31,1,1,1
6,28,6,6,1530,255,0,255,255,255,479.667,254.667,31.500,1.102,0.419,0.898,479.667,254.667,31.500,478,254,31,4,2,2
1,6,1,1,255,255,0,255,255,255,436.000,255.000,31.000,0.000,0.000,0.000,436.000,255.000,31.000,436,255,31,1,1,1
1,6,1,1,255,255,0,255,255,255,410.000,256.000,31.000,0.000,0.000,0.000,410.000,256.000,31.000,410,256,31,1,1,1
1,6,1,1,255,255,0,255,255,255,423.000,256.000,31.000,0.000,0.000,0.000,423.000,256.000,31.000,423,256,31,1,1,1
18,82,18,18,4590,255,0,255,255,255,430.833,254.833,32.167,2.383,1.119,2.323,430.833,254.833,32.167,428,252,31,7,6,3
2,10,2,2,510,255,0,255,255,255,447.000,256.500,31.000,0.500,0.000,0.500,447.000,256.500,31.000,447,256,31,1,2,1
1,6,1,1,255,255,0,255,255,255,476.000,256.000,31.000,0.000,0.000,0.000,476.000,256.000,31.000,476,256,31,1,1,1
2,12,2,2,510,255,0,255,255,255,411.500,257.500,31.000,0.707,0.000,0.707,411.500,257.500,31.000,411,257,31,2,2,1
2,10,2,2,510,255,0,255,255,255,423.000,258.500,31.000,0.500,0.000,0.500,423.000,258.500,31.000,423,258,31,1,2,1
1,6,1,1,255,255,0,255,255,255,412.000,260.000,31.000,0.000,0.000,0.000,412.000,260.000,31.000,412,260,31,1,1,1
7,32,7,7,1785,255,0,255,255,255,414.857,265.714,32.286,1.291,0.584,1.152,414.857,265.714,32.286,414,265,31,4,2,3
1,6,1,1,255,255,0,255,255,255,417.000,266.000,31.000,0.000,0.000,0.000,417.000,266.000,31.000,417,266,31,1,1,1
1,6,1,1,255,255,0,255,255,255,464.000,266.000,31.000,0.000,0.000,0.000,464.000,266.000,31.000,464,266,31,1,1,1
2,10,2,2,510,255,0,255,255,255,448.500,267.000,31.000,0.500,0.000,0.500,448.500,267.000,31.000,448,267,31,2,1,1
1,6,1,1,255,255,0,255,255,255,426.000,268.000,31.000,0.000,0.000,0.000,426.000,268.000,31.000,426,268,31,1,1,1
4,18,4,4,1020,255,0,255,255,255,373.500,286.000,31.000,0.809,0.357,0.809,373.500,286.000,31.000,373,285,31,2,3,1
